main_id,incident_id,incident_type,region_of_incident,incident_date,incident_year,reported_month,number_of_dead,minimum_estimated_number_of_missing,total_number_of_dead_and_missing,number_of_survivors,number_of_females,number_of_males,number_of_children,region_of_origin,cause_of_death,migration_route,location_of_death,information_source,coordinates,unsd_geographical_grouping,article_title,source_quality,url,lon,lat,death_cause_clean
2017.MMP00379,2017.MMP00379,Incident,Southern Asia,2017-05-16,2017,May,1.0,,1,,,1.0,,Southern Asia,Vehicle accident / death linked to hazardous transport,Afghanistan to Iran,"Asfhan province, Iran",IOM Afghanistan, 52.3613378 33.2771073,Southern Asia,,4.0,,52.3613378,33.2771073,Vehicle accident
2017.MMP00380,2017.MMP00380,Incident,Mediterranean,2017-05-16,2017,May,1.0,,1,,1.0,,,Unknown,Drowning,Central Mediterranean,"Body washed up in Sabratha, Libya",IOM Libya, 12.49050618 32.80431419,Uncategorized,,4.0,,12.49050618,32.80431419,Drowning
2017.MMP00381,2017.MMP00381,Incident,Mediterranean,2017-05-16,2017,May,1.0,,1,,,,,Unknown,Drowning,Central Mediterranean,"Body washed up in Tripoli, Libya",IOM Libya, 13.18677257 32.89190875,Uncategorized,,4.0,,13.18677257,32.89190875,Drowning
2017.MMP00382,2017.MMP00382,Incident,Mediterranean,2017-05-16,2017,May,2.0,,2,,1.0,1.0,,Unknown,Drowning,Central Mediterranean,"Bodies washed up in Az Zawiyah, Libya",IOM Libya, 12.719922 32.79183778,Uncategorized,,4.0,,12.719922,32.79183778,Drowning
2017.MMP00383,2017.MMP00383,Incident,Western Africa,2017-05-16,2017,May,1.0,,1,,,1.0,,Unknown,"Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,"Séguédine, Niger",Mixed Migration Monitoring Mechanism Initative (4mi), 12.9833333 20.2,Western Africa,,2.0,http://www.mixedmigration.org/4mi/,12.9833333,20.2,Harsh environmental conditions
2017.MMP00384,2017.MMP00384,Incident,South-eastern Asia,2017-05-17,2017,May,4.0,,4,3.0,,,,Southern Asia,Vehicle accident / death linked to hazardous transport,,"331 Kabinburi-Sattahip Road, Moo14, Koh Kanoon subdistrict, Phanomsarakam district, Chachoengsao province, Thailand","Thairath, Manager Online, Komchadluek", 101.7979613 13.9050107,South-eastern Asia,,3.0,https://archive.vn/NJKNa,101.7979613,13.9050107,Vehicle accident
2017.MMP00385,2017.MMP00385,Incident,Mediterranean,2017-05-17,2017,May,2.0,,2,,,,,Unknown,Drowning,Central Mediterranean,"Bodies washed up in Tripoli, Libya",IOM Libya, 13.17921947 32.89825083,Uncategorized,,4.0,,13.17921947,32.89825083,Drowning
2017.MMP00386,2017.MMP00386,Incident,Western Asia,2017-05-18,2017,May,1.0,,1,,,1.0,,Western Asia,Violence,Syria to Turkey,Unspecified location on Syrian-Turkish border,Syrian News Agency (SHAM), 37.73632702 36.7447468,Western Asia,,1.0,https://www.facebook.com/SYRIA.AGENCY/posts/1295482010489090,37.73632702,36.7447468,Violence
2017.MMP00387,2017.MMP00387,Incident,Northern Africa,2017-05-19,2017,May,1.0,,1,,,1.0,,Unknown,Mixed or unknown,Sahara Desert crossing,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initative (4mi), 14.415831 24.98837714,Northern Africa,,2.0,http://www.mixedmigration.org/4mi/,14.415831,24.98837714,Mixed or unknown
2017.MMP00388,2017.MMP00388,Incident,North America,2017-05-19,2017,May,1.0,,1,,,1.0,,Central America,Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -112.149283 31.98845,Northern America,,5.0,,-112.149283,31.98845,Mixed or unknown
2017.MMP00389,2017.MMP00389,Incident,Mediterranean,2017-05-19,2017,May,1.0,1.0,2,,,2.0,,Sub-Saharan Africa (P),Drowning,Central Mediterranean,Unspecified location between North Africa and Italy,IOM Italy, 12.98161563 33.93416882,Uncategorized,"5,000 migrants rescued in 48 hours off Libya",4.0,http://bit.ly/2rqf4wA,12.98161563,33.93416882,Drowning
2017.MMP00390,2017.MMP00390,Incident,Mediterranean,2017-05-19,2017,May,,1.0,1,24.0,,,,Unknown,Drowning,Western Mediterranean,"Off the coast of Aguadú, Melilla, Spain",Europa Press, -2.9471167 35.3142067,Uncategorized,Auxilian a 24 inmigrantes cerca de Melilla tras el naufragio de su embarcación y buscan un desaparecido,3.0,http://bit.ly/2raBTku,-2.9471167,35.3142067,Drowning
2017.MMP00391,2017.MMP00391,Incident,Europe,2017-05-19,2017,May,1.0,,1,,,1.0,,Western Africa,Vehicle accident / death linked to hazardous transport,Italy to France,"Found dead on train at Cannes La Bocca station, France",Daily Mail, 6.98589793 43.5488264,Western Europe,Migrant 'bound for Britain' is found burnt to death after being electrocuted in Cannes close to film festival site where Vanessa Redgrave film about refugee deaths premiered,1.0,http://dailym.ai/2rsMZ7Q,6.98589793,43.5488264,Vehicle accident
2017.MMP00392,2017.MMP00392,Incident,Mediterranean,2017-05-19,2017,May,,156.0,156,4.0,,,,Sub-Saharan Africa (P),Drowning,Central Mediterranean,"Northwest of Tripoli, Libya",IOM Italy, 13.03502391 33.10325838,Uncategorized,"Dozens on sinking dinghy lost at sea, rescued migrants tell UNHCR",4.0,http://bit.ly/2rfMEFO,13.03502391,33.10325838,Drowning
2017.MMP00393,2017.MMP00393,Incident,Southern Asia,2017-05-21,2017,May,1.0,,1,,,1.0,,Western / Southern Asia (P),"Harsh environmental conditions / lack of adequate shelter, food, water",,"Kerman province, Iran",Mixed Migration Monitoring Mechanism Initative (4mi), 57.6439048 29.4850089,Southern Asia,,2.0,http://www.mixedmigration.org/4mi/,57.6439048,29.4850089,Harsh environmental conditions
2017.MMP00394,2017.MMP00394,Incident,Central America,2017-05-21,2017,May,1.0,,1,,,1.0,,Latin America / Caribbean (P),Drowning,US-Mexico border crossing,"Rio Bravo, near Rancho Grande, Nuevo Laredo, Tamaulipas, Mexico",Líder Informativo, -99.4534926 27.496868,Central America,Una víctima más del Río Bravo,1.0,http://bit.ly/2rTw6DD,-99.4534926,27.496868,Drowning
2017.MMP00395,2017.MMP00395,Incident,Southern Asia,2017-05-21,2017,May,1.0,,1,,,1.0,,Southern Asia,Vehicle accident / death linked to hazardous transport,Afghanistan to Iran,"Kerman province, Iran",IOM Afghanistan, 57.6439048 29.4850089,Southern Asia,,4.0,,57.6439048,29.4850089,Vehicle accident
2017.MMP00396,2017.MMP00396,Incident,Southern Asia,2017-05-22,2017,May,1.0,,1,,,1.0,,Southern Asia,Vehicle accident / death linked to hazardous transport,Afghanistan to Iran,"Kerman province, Iran",IOM Afghanistan, 57.6439048 29.4850089,Southern Asia,,4.0,,57.6439048,29.4850089,Vehicle accident
2017.MMP00397,2017.MMP00397,Incident,North America,2017-05-22,2017,May,1.0,,1,,,1.0,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"La India Ranch, Falfurrias, Brooks County, Texas",South Texas Human Rights Center director Eduardo Canales, -98.1343864 27.1688614,Northern America,,5.0,,-98.1343864,27.1688614,Harsh environmental conditions
2017.MMP00398,2017.MMP00398,Incident,North America,2017-05-22,2017,May,1.0,,1,,,1.0,,Central America,Drowning,US-Mexico border crossing,"Rio Rico Road, Mercedes, Hidalgo County, Texas, USA",Hidalgo County Sheriff's Office, -97.9016701 26.1372696,Northern America,,5.0,,-97.9016701,26.1372696,Drowning
2017.MMP00399,2017.MMP00399,Incident,Western Asia,2017-05-23,2017,May,1.0,,1,,,1.0,,Western Asia,Violence,Syria to Turkey,"Syrian/Turkish border, Idlib province",Syrian Observatory for Human Rights, 36.2484529 36.0267789,Western Asia,,4.0,http://www.syriahr.com/en/?p=67086,36.2484529,36.0267789,Violence
2017.MMP00400,2017.MMP00400,Incident,Eastern Asia,2017-05-24,2017,May,1.0,,1,9.0,,1.0,,Southern Asia,Accidental death,,"Cliffs near Kau Ling Chung, Lantau Island, Hong Kong",EJIinsight, 113.922005 22.22350536,Eastern Asia,"Illegal immigrant, 38, dies in Lantau amid heavy rain",1.0,http://bit.ly/2re5r3B,113.922005,22.22350536,Accidental death
2017.MMP00401,2017.MMP00401,Incident,Europe,2017-05-24,2017,May,1.0,,1,,,1.0,,Western Africa,Vehicle accident / death linked to hazardous transport,Italy to France,"Found dead on train at Cannes La Bocca station, France",La Gazzetta del Mezzo Giorno, 6.98660195 43.54884166,Western Europe,Cadavere migrante su treno francese,1.0,http://bit.ly/2qiklXw,6.98660195,43.54884166,Vehicle accident
2017.MMP00402,2017.MMP00402,Incident,Mediterranean,2017-05-24,2017,May,,1.0,1,,,1.0,,Northern Africa,Mixed or unknown,Central Mediterranean,"Unspecified location between Tunisia and Sicily, Italy",La Reppublica, 12.28234431 37.34130915,Uncategorized,"Mazara del Vallo: arrestati trafficanti di uomini e sigarette, uccisero un migrante",1.0,http://bit.ly/2fjBWdj,12.28234431,37.34130915,Mixed or unknown
2017.MMP00403,2017.MMP00403,Incident,North America,2017-05-25,2017,May,1.0,,1,10.0,,,,Central America,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Found unconscious in the desert near Gila Bend, Maricopa County, Arizona, died in a hospital in Goodyear, Arizona, USA",El Heraldo, -112.3889235 33.4566486,Northern America,Muere 1 de 11 migrantes rescatados en el desierto de Arizona,3.0,http://bit.ly/2scVCkD,-112.3889235,33.4566486,Harsh environmental conditions
2017.MMP00404,2017.MMP00404,Incident,North America,2017-05-25,2017,May,1.0,,1,,,1.0,,Latin America / Caribbean (P),"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -112.40016 31.80328,Northern America,,5.0,,-112.40016,31.80328,Harsh environmental conditions
2017.MMP00405,2017.MMP00405,Incident,North America,2017-05-25,2017,May,1.0,,1,,,,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Dos Haches Ranch, Brooks County, Texas",South Texas Human Rights Center, -98.18069458 27.0108273,Northern America,,4.0,,-98.18069458,27.0108273,Mixed or unknown
2017.MMP00406,2017.MMP00406,Incident,Mediterranean,2017-05-25,2017,May,2.0,,2,,,,,Unknown,Mixed or unknown,Central Mediterranean,Unspecified location between North Africa and Italy,"UNHCR, Reuters", 13.19814657 34.40469936,Uncategorized,"Rescuers save 2,300 migrants in Mediterranean, two die",4.0,http://reut.rs/2qi79C1,13.19814657,34.40469936,Mixed or unknown
2017.MMP00407,2017.MMP00407,Incident,Mediterranean,2017-05-26,2017,May,1.0,,1,,,,,Unknown,Mixed or unknown,Central Mediterranean,Unspecified location between North Africa and Italy,UNHCR, 13.2591025 35.2655099,Uncategorized,,4.0,,13.2591025,35.2655099,Mixed or unknown
2017.MMP00408,2017.MMP00408,Incident,Mediterranean,2017-05-26,2017,May,,82.0,82,,,,,Unknown,Drowning,Central Mediterranean,Unspecified location between North Africa and Italy,UNHCR, 13.01137899 34.11413452,Uncategorized,"UNHCR Briefing Notes - May 30, 2017",4.0,,13.01137899,34.11413452,Drowning
2017.MMP00409,2017.MMP00409,Incident,North America,2017-05-26,2017,May,1.0,,1,,,1.0,,Central America,Vehicle accident / death linked to hazardous transport,US-Mexico border crossing,"Train tracks 10 miles north of Eagle Pass, Maverick County, Texas, USA",netnoticias.mx, -100.514183 28.6919315,Northern America,Muere migrante arrollado por tren,1.0,http://bit.ly/2rDm9dL,-100.514183,28.6919315,Vehicle accident
2017.MMP00410,2017.MMP00410,Incident,North America,2017-05-26,2017,May,1.0,,1,,1.0,,,Western Africa,"Harsh environmental conditions / lack of adequate shelter, food, water",,"Near Noyes, Minnesota, USA, less than 1 km away from border with Manitoba, Canada","CBC, Reuters", -96.3547818 48.9112874,Northern America,"Body of woman, 57, found near Manitoba border believed to be asylum seeker, U.S. police say",3.0,http://bit.ly/2rjeuhH,-96.3547818,48.9112874,Harsh environmental conditions
2017.MMP00411,2017.MMP00411,Incident,Mediterranean,2017-05-26,2017,May,1.0,,1,,1.0,,,Unknown,Drowning,Central Mediterranean,"Body recovered near Surman, Libya",IOM Libya, 12.566804 32.795371,Uncategorized,"IOM Libya’s latest Maritime Incidents Libyan Coast Update, covering the period from 25 May to 7 June",4.0,,12.566804,32.795371,Drowning
2017.MMP00412,2017.MMP00412,Incident,Northern Africa,2017-05-26,2017,May,2.0,,2,,,2.0,,Unknown,Mixed or unknown,Sahara Desert crossing,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initative (4mi), 13.66876069 25.02820243,Northern Africa,,2.0,http://www.mixedmigration.org/4mi/,13.66876069,25.02820243,Mixed or unknown
2017.MMP00413,2017.MMP00413,Incident,Western Africa,2017-05-26,2017,May,2.0,,2,,,2.0,2.0,Unknown,Mixed or unknown,Sahara Desert crossing,"Sahara desert, Niger",Mixed Migration Monitoring Mechanism Initative (4mi), 13.04748631 20.39138153,Western Africa,,2.0,http://www.mixedmigration.org/4mi/,13.04748631,20.39138153,Mixed or unknown
2017.MMP00414,2017.MMP00414,Incident,Western Africa,2017-05-26,2017,May,10.0,,10,,,,,Unknown,Mixed or unknown,Sahara Desert crossing,"Sahara desert, Niger",Mixed Migration Monitoring Mechanism Initative (4mi), 11.66320897 18.88071141,Western Africa,,2.0,http://www.mixedmigration.org/4mi/,11.66320897,18.88071141,Mixed or unknown
2017.MMP00415,2017.MMP00415,Incident,Southern Asia,2017-05-26,2017,May,1.0,,1,,1.0,,,Western / Southern Asia (P),Sickness / lack of access to adequate healthcare,,"Bhogal district, Delhi, India",Mixed Migration Monitoring Mechanism Initative (4mi), 77.247466 28.58381,Southern Asia,,,http://www.mixedmigration.org/4mi/,77.247466,28.58381,Sickness inadequate healthcare access
2017.MMP00416,2017.MMP00416,Incident,Mediterranean,2017-05-27,2017,May,2.0,18.0,20,,,,1.0,Unknown,Drowning,Central Mediterranean,Unspecified location between North Africa and Italy,IOM Italy, 12.46703829 33.23486391,Uncategorized,"As many as 30 migrants from Libya feared dead as Mediterranean toll tops 1,700: U.N.",4.0,http://reut.rs/2rmXTf4,12.46703829,33.23486391,Drowning
2017.MMP00417,2017.MMP00417,Incident,Mediterranean,2017-05-27,2017,May,33.0,24.0,57,,13.0,,7.0,Unknown,Drowning,Central Mediterranean,Unspecified location between North Africa and Italy,"UNHCR, ICRC", 14.8203836 34.4968003,Uncategorized,Many toddlers drown in latest migrants tragedy 'At least 20 dead bodies were spotted in the water',4.0,http://bit.ly/2rwBqx6,14.8203836,34.4968003,Drowning
2017.MMP00418,2017.MMP00418,Incident,Mediterranean,2017-05-27,2017,May,1.0,,1,126.0,,,,Western Africa,Mixed or unknown,Central Mediterranean,Unspecified location near the coast of Tunisia between Libya and Italy,IOM Tunisia, 11.3382081 36.0163981,Uncategorized,Tunisia rescues 126 migrants who set off from Libya,4.0,http://bit.ly/2rzFaOn,11.3382081,36.0163981,Mixed or unknown
2017.MMP00419,2017.MMP00419,Incident,North America,2017-05-27,2017,May,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -113.13601 32.41068,Northern America,,5.0,,-113.13601,32.41068,Mixed or unknown
2017.MMP00420,2017.MMP00420,Incident,North America,2017-05-27,2017,May,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -113.13165 32.54941,Northern America,,5.0,,-113.13165,32.54941,Mixed or unknown
2017.MMP00421,2017.MMP00421,Incident,Central America,2017-05-27,2017,May,1.0,,1,,,1.0,,Central America,Vehicle accident / death linked to hazardous transport,,"Train tracks, KM 114, near Tres Valles, Veracruz, Mexico",Canal 44, -96.2979667 18.2924915,Central America,Autoridades localizan cadáver en descomposición de migrante,1.0,http://bit.ly/2ssXatG,-96.2979667,18.2924915,Vehicle accident
2017.MMP00422,2017.MMP00422,Incident,Mediterranean,2017-05-28,2017,May,7.0,,7,,,,,Unknown,Drowning,Central Mediterranean,"12 nautical miles off Sayad, west of Tripoli, Libya",IOM Italy, 12.959175 33.252103,Uncategorized,"Seven migrants dead, 77 rescued at sea off Libya",4.0,http://bit.ly/2rnURIf,12.959175,33.252103,Drowning
2017.MMP00423,2017.MMP00423,Incident,Northern Africa,2017-05-28,2017,May,1.0,,1,,1.0,,,Unknown,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,"Sahara desert, Libya",Mixed Migration Monitoring Mechanism Initative (4mi), 13.712706 25.58439303,Northern Africa,,2.0,http://www.mixedmigration.org/4mi/,13.712706,25.58439303,Vehicle accident
2017.MMP00424,2017.MMP00424,Incident,Western Africa,2017-05-28,2017,May,2.0,,2,,2.0,,1.0,Unknown,Mixed or unknown,Sahara Desert crossing,"Agadez, Niger",Mixed Migration Monitoring Mechanism Initative (4mi), 8.36007016 17.47785619,Western Africa,,2.0,http://www.mixedmigration.org/4mi/,8.36007016,17.47785619,Mixed or unknown
2017.MMP00425,2017.MMP00425,Incident,Northern Africa,2017-05-28,2017,May,1.0,,1,,,1.0,,Unknown,Violence,Sahara Desert crossing,"Sabha, Libya",Mixed Migration Monitoring Mechanism Initative (4mi), 14.4490398 27.0087129,Northern Africa,,2.0,http://www.mixedmigration.org/4mi/,14.4490398,27.0087129,Violence
2017.MMP00426,2017.MMP00426,Incident,Southern Asia,2017-05-28,2017,May,1.0,,1,,,,,Western / Southern Asia (P),Violence,,"Unspecified location near the border with Afghanistan, Pakistan",Mixed Migration Monitoring Mechanism Initative (4mi), 63.043307 29.20885,Southern Asia,,2.0,http://www.mixedmigration.org/4mi/,63.043307,29.20885,Violence
2017.MMP00427,2017.MMP00427,Incident,Western Africa,2017-05-29,2017,May,1.0,,1,,1.0,,,Unknown,Violence,Sahara Desert crossing,"Sahara desert, Niger",Mixed Migration Monitoring Mechanism Initative (4mi), 8.23547459 19.08848603,Western Africa,,2.0,http://www.mixedmigration.org/4mi/,8.23547459,19.08848603,Violence
2017.MMP00428,2017.MMP00428,Incident,Central America,2017-05-29,2017,May,1.0,,1,,1.0,1.0,,Latin America / Caribbean (P),Vehicle accident / death linked to hazardous transport,,"Train tracks near Calle Porfirio Diaz, Castaños, Coahuila, Mexico",Zocalo, -101.4323641 26.7865583,Central America,Tren mata a migrante,1.0,http://bit.ly/2qxxKXu,-101.4323641,26.7865583,Vehicle accident
2017.MMP00429,2017.MMP00429,Incident,Mediterranean,2017-05-29,2017,May,,10.0,10,,,,,Unknown,Mixed or unknown,Central Mediterranean,Unspecified location between North Africa and Italy,UNHCR, 13.88848725 34.39995611,Uncategorized,,4.0,,13.88848725,34.39995611,Mixed or unknown
2017.MMP00430,2017.MMP00430,Incident,Mediterranean,2017-05-29,2017,May,10.0,10.0,20,,2.0,8.0,,Unknown,Drowning,Central Mediterranean,Unspecified location between North Africa and Italy,IOM Italy, 15.2488504 34.3790092,Uncategorized,,4.0,,15.2488504,34.3790092,Drowning
2017.MMP00431,2017.MMP00431,Incident,North America,2017-05-29,2017,May,1.0,,1,,,1.0,,Latin America / Caribbean (P),Mixed or unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME), -113.174067 32.757533,Northern America,,5.0,,-113.174067,32.757533,Mixed or unknown
